step,episode,mae,rmse,bias,p95_absolute_error,spearman,kendall,sampled_reverse_fraction,sampled_delta_mae,terminal_abs_error
250,11,0.05548174762225244,0.06250886157330632,-0.05548174762225244,0.09752355255186558,0.9618768328445747,0.8266129032258066,0.4838709677419355,0.016861148418918732,0.03205369785428047
250,23,0.02912954789644573,0.03349331053442072,-0.028714276748360135,0.0517862930893898,0.9780058651026392,0.9072580645161292,0.2903225806451613,0.012867156326049758,0.03141660988330841
250,40,0.03185769599804189,0.04198205278292761,-0.03167867065349128,0.08953276202082633,0.9681085043988268,0.870967741935484,0.2903225806451613,0.01446147470344459,0.029492439702153206
250,43,0.055227094737347215,0.061908397527913286,-0.055227094737347215,0.09957121908664703,0.9464809384164222,0.8266129032258066,0.3870967741935484,0.022965039937726913,0.029565900564193726
250,58,0.03759591461857781,0.04666839598209989,-0.03751512471353635,0.09077041186392307,0.9769061583577712,0.8870967741935486,0.3870967741935484,0.013246163485511657,0.03119942918419838
250,62,0.044993127550696954,0.05495859508502187,-0.044993127550696954,0.10577775426208973,0.971407624633431,0.8629032258064517,0.41935483870967744,0.0165541140482791,0.031155578792095184
250,63,0.0377943381172372,0.051222008762590414,-0.03761837682395708,0.10720864981412886,0.973973607038123,0.8750000000000001,0.3548387096774194,0.014098998880194079,0.02986828237771988
250,84,0.06886112914071418,0.07969809058390026,-0.06886112914071418,0.12847388722002506,0.9549120234604106,0.8185483870967744,0.3870967741935484,0.014539199851212962,0.0345892496407032
250,86,0.05748320122802397,0.07016769638709851,-0.05748320122802397,0.13034857250750065,0.9468475073313781,0.806451612903226,0.45161290322580644,0.016755158877781322,0.033191755414009094
250,90,0.05827278354263399,0.06561494975995505,-0.05827278354263399,0.1063806613907218,0.9692082111436949,0.866935483870968,0.3225806451612903,0.011281970137309643,0.03393175080418587
250,99,0.0610236149514094,0.07281126389561067,-0.0610236149514094,0.1243082445114851,0.9853372434017593,0.9112903225806452,0.3548387096774194,0.01132320889061497,0.03170112147927284
250,171,0.06991973616823088,0.08347144730925364,-0.06991973616823088,0.14675125554203988,0.9871700879765395,0.9193548387096776,0.3225806451612903,0.014424834670799394,0.031314946711063385
250,180,0.03565247391088633,0.050845589560521924,-0.03548677858634619,0.11303807199001312,0.9578445747800585,0.8427419354838711,0.2903225806451613,0.012975733501896743,0.030077312141656876
250,182,0.06426196239772253,0.07488886928794697,-0.06426196239772253,0.1367249496281147,0.9772727272727272,0.8870967741935486,0.3225806451612903,0.012524894168300013,0.03312575817108154
250,195,0.07339331831462914,0.08924059937433912,-0.07339331831462914,0.16247291639447212,0.9915689149560116,0.935483870967742,0.3225806451612903,0.010885565736961941,0.03085262142121792
250,196,0.04619394640758401,0.05612518225730479,-0.04619394640758401,0.12062982730567454,0.9640762463343108,0.8508064516129034,0.3870967741935484,0.014699250264393707,0.031952083110809326
250,205,0.06425588026468176,0.07682262337290288,-0.06425588026468176,0.14178872555494307,0.9648093841642228,0.8588709677419356,0.3870967741935484,0.01922997198398075,0.030963234603405
250,209,0.06270653942920035,0.0760343234931494,-0.06270653942920035,0.14747203178703785,0.9754398826979471,0.8911290322580646,0.2903225806451613,0.014555091263666269,0.031498029828071594
250,216,0.06437015421397518,0.07591181760354634,-0.06437015421397518,0.13388815782964228,0.9813049853372433,0.899193548387097,0.3225806451612903,0.011533221410166833,0.03441169112920761
250,222,0.08434305022819899,0.09252310421945495,-0.08434305022819899,0.14836479760706425,0.9211876832844573,0.7782258064516131,0.3870967741935484,0.025289079564954003,0.05012627691030502
250,230,0.049209766926651355,0.06251214210656084,-0.04732790160778677,0.11892099417746066,0.8951612903225805,0.7459677419354841,0.41935483870967744,0.02228643088751743,0.030371103435754776
250,242,0.07844313654641155,0.09053858389606637,-0.07844313654641155,0.14590907506644726,0.9769061583577712,0.8750000000000001,0.45161290322580644,0.01878418355819679,0.030650027096271515
250,255,0.06548223986465018,0.07461827911849363,-0.06414735030557495,0.10816858001053332,0.9277859237536655,0.8104838709677421,0.3548387096774194,0.01919296065405492,0.031229292973876
250,257,0.05627617771096993,0.06607442276431857,-0.05627617771096993,0.12004384323954581,0.9662756598240468,0.870967741935484,0.2903225806451613,0.015285249228679364,0.02989649586379528
250,266,0.0756885203809361,0.08775159110873268,-0.0756885203809361,0.14809429943561553,0.93841642228739,0.8104838709677421,0.41935483870967744,0.020313891672318982,0.030960336327552795
250,277,0.041957450594054535,0.04859105829509223,-0.015631490881787613,0.08575219735503196,0.8159824046920819,0.6612903225806452,0.41935483870967744,0.03419410893993993,0.03345416486263275
250,281,0.05297237867489457,0.06255638823327735,-0.05297237867489457,0.11224273070693015,0.9171554252199411,0.7822580645161291,0.45161290322580644,0.02112143835233104,0.03220696374773979
250,305,0.07841421503690071,0.08850985012680693,-0.07841421503690071,0.1382351227104664,0.8390762463343108,0.6572580645161291,0.41935483870967744,0.01883309382584787,0.031565770506858826
250,313,0.04873819593922235,0.05910295413095421,-0.048045338509837165,0.11031605340540408,0.8826979472140761,0.7298387096774195,0.41935483870967744,0.021474267265969706,0.02974877506494522
250,314,0.056908462051069364,0.06509572755877653,-0.056908462051069364,0.1064264364540577,0.8951612903225805,0.7419354838709679,0.3870967741935484,0.020693618503789746,0.029376141726970673
250,323,0.06396736224996857,0.07551903801777467,-0.06396736224996857,0.13084864765405654,0.8614369501466275,0.6975806451612904,0.3870967741935484,0.022419808252203847,0.029976366087794304
250,329,0.06007902364945039,0.06950418360231045,-0.06007902364945039,0.1247724775224924,0.8793988269794721,0.7540322580645162,0.22580645161290322,0.019954658804401275,0.031183820217847824
250,341,0.06171652411285322,0.07126409508369869,-0.06171652411285322,0.12239711359143257,0.9043255131964808,0.7580645161290324,0.3225806451612903,0.024449769377468095,0.032381970435380936
250,357,0.058211353520164266,0.06817379130664933,0.0027378542290534824,0.11192611902952193,0.848973607038123,0.6814516129032259,0.45161290322580644,0.02823066693400183,0.031626053154468536
250,362,0.03867274921503849,0.048208394707678015,-0.034713271335931495,0.08199014663696289,0.9336510263929617,0.7822580645161291,0.45161290322580644,0.02348171967652536,0.031755480915308
250,391,0.04115977082983591,0.04893636494253056,0.022757402242859825,0.08466870114207267,0.8881964809384164,0.713709677419355,0.3548387096774194,0.031236101963347005,0.03270546346902847
250,418,0.03854886195767904,0.0463670307064231,-0.03854886195767904,0.10078524202108383,0.9409824046920819,0.806451612903226,0.3548387096774194,0.012235740289813089,0.03052438423037529
250,420,0.04012219158175867,0.04822770119529678,-0.04012219158175867,0.1001868177205324,0.9098240469208211,0.7862903225806454,0.3225806451612903,0.0122311323460552,0.030123911798000336
250,422,0.03633735060429899,0.04316859919229048,-0.03633735060429899,0.09722322151064872,0.9527126099706745,0.8548387096774194,0.2903225806451613,0.0075801627770546946,0.03201001137495041
250,435,0.026907431674771942,0.03298347207265033,-0.026172249359660782,0.0585991434752941,0.9387829912023459,0.8145161290322581,0.3870967741935484,0.010065334158078316,0.030164625495672226
250,441,0.053005445886810776,0.06788753205517209,-0.052961958943342324,0.13994189053773878,0.8706011730205279,0.7056451612903227,0.3870967741935484,0.03050056117917261,0.03137084096670151
250,450,0.03526546479406534,0.04343930391835221,-0.03526546479406534,0.09790453128516674,0.9505131964809382,0.8346774193548387,0.3870967741935484,0.012576427971643786,0.03133095055818558
250,451,0.036453049804549664,0.046750302524055626,-0.036453049804549664,0.11347724013030529,0.970674486803519,0.866935483870968,0.41935483870967744,0.010779821644386938,0.029773971065878868
250,466,0.02816366079787258,0.037976188900169454,-0.026862245533266105,0.08685744442045687,0.9461143695014661,0.8185483870967744,0.3548387096774194,0.01698606121804445,0.030993014574050903
250,470,0.025158839103823993,0.0349381758667636,-0.02510936166072497,0.087921953946352,0.9615102639296188,0.8467741935483872,0.3870967741935484,0.013932612334047594,0.03014882281422615
250,474,0.04648205255944049,0.055000781237613414,-0.04648205255944049,0.11413134858012199,0.972507331378299,0.8870967741935486,0.3225806451612903,0.01240196080517865,0.030519817024469376
250,484,0.034652621630812064,0.04323181102241568,-0.0012255112233106047,0.08063776828348636,0.8907624633431085,0.7379032258064517,0.3870967741935484,0.028865521473269307,0.03369820490479469
250,489,0.02497081703040749,0.03325724159907633,-0.0012757800286635756,0.06301776990294455,0.9204545454545453,0.7903225806451614,0.3870967741935484,0.02470987356237827,0.03124554641544819
250,497,0.043187611969187856,0.048514395473727726,-0.043187611969187856,0.08823387175798415,0.9593108504398827,0.838709677419355,0.3548387096774194,0.015453103208734144,0.03059099242091179
250,500,0.027536628127563745,0.03223177505387077,-0.015821045555640012,0.05607407465577125,0.9659090909090909,0.8588709677419356,0.3548387096774194,0.019448968551812634,0.03154866769909859
250,502,0.036607048619771376,0.04587420137480229,-0.03483038643025793,0.08637594692409038,0.9281524926686217,0.7782258064516131,0.3870967741935484,0.02160497286146687,0.03136196732521057
250,529,0.0323691275116289,0.03877422770625701,-0.030938582509406842,0.0692439466714859,0.9325513196480938,0.7822580645161291,0.41935483870967744,0.01993803544751098,0.030993234366178513
250,544,0.047329407039796934,0.05591245209558495,-0.047329407039796934,0.11271143406629562,0.970307917888563,0.866935483870968,0.3548387096774194,0.015318240309434553,0.030041566118597984
250,545,0.034937531730975024,0.043015152570553994,-0.034937531730975024,0.10090693309903143,0.9831378299120233,0.9153225806451614,0.2903225806451613,0.008767466331201216,0.03100360929965973
250,548,0.04461376943072537,0.0516273487894591,-0.04461376943072537,0.10710497088730334,0.9494134897360703,0.8467741935483872,0.3870967741935484,0.011481931403038962,0.03061486966907978
250,556,0.0433628608516301,0.05392814681689021,-0.0433628608516301,0.11210836805403232,0.9299853372434018,0.8024193548387097,0.3548387096774194,0.02282129035842034,0.030003603547811508
500,11,0.013030427318881266,0.016679155938343005,0.00499494509131182,0.03281097710132599,0.9681085043988268,0.8790322580645162,0.25806451612903225,0.009649638597282672,0.00935439020395279
500,23,0.02316453530511353,0.0307745642798618,0.021390080786659382,0.06036817096173763,0.9545454545454545,0.8548387096774194,0.3870967741935484,0.010700901038944721,0.009229439310729504
500,40,0.01576557975204196,0.019846380271350276,0.013889283887692727,0.03697524294257163,0.9875366568914956,0.9193548387096776,0.3225806451612903,0.005032696430721591,0.008789163082838058
500,43,0.015346201485954225,0.018421542135341012,0.003947128192521632,0.034783557057380676,0.9699413489736071,0.870967741935484,0.3548387096774194,0.006681453076101119,0.017527244985103607
500,58,0.015183601004537195,0.01923727777189661,0.013424297387246042,0.03583176396787167,0.9890029325513194,0.9233870967741936,0.3870967741935484,0.005358582182276634,0.009204376488924026
500,62,0.007250815338920802,0.00878622203330486,-0.0027301632217131555,0.01633416675031185,0.9761730205278591,0.899193548387097,0.3225806451612903,0.005531457493141774,0.008964704349637032
500,63,0.011167578530148603,0.013996562270583227,0.007060637450194918,0.024257173389196394,0.9593108504398827,0.8427419354838711,0.3870967741935484,0.008956562066751142,0.008811372332274914
500,84,0.016730079980334267,0.01978305329112118,-0.016730079980334267,0.03638707008212805,0.9765395894428152,0.9072580645161292,0.22580645161290322,0.005775881210161793,0.009015506133437157
500,86,0.010437027689476963,0.011693038682189854,-0.010333864855056163,0.018743946775794027,0.9846041055718473,0.903225806451613,0.45161290322580644,0.005772739288307006,0.009239803068339825
500,90,0.013422584001091309,0.015167594522231848,-0.013422584001091309,0.028733117319643498,0.9596774193548386,0.8508064516129034,0.3225806451612903,0.006160318941598938,0.009373662993311882
500,99,0.01246279600309208,0.01363817702373851,-0.01246279600309208,0.024377463944256304,0.9926686217008798,0.9516129032258066,0.22580645161290322,0.00360959978593934,0.009041136130690575
