/data/experiments/value-demo3-20260906/venv-py312-torch210-cu128/lib/python3.12/site-packages/torch/distributed/c10d_logger.py:83: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  return func(*args, **kwargs)
[rank0]:[W907 07:22:44.835596937 ProcessGroupNCCL.cpp:5138] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
NCCL version 2.27.5+cuda12.9
{"event": "ARCHITECTURE", "variant": "vision_only", "total_parameters": 429182729, "trainable_parameters": 429182729, "state_input": false}
{"event": "READY", "task": "so101_fold_clothes_left_stack_right", "step": 0, "train_frames": 1125359, "test_frames": 352, "global_batch": 32, "parameters": 429182729}
{"event": "TRAIN", "step": 10, "effective_epoch": 0.0002843537040180067, "loss": 5.318672180175781, "grdn": 5.207327842712402, "lr": 2.512562814070352e-06, "seconds": 44.90337053197436, "memory_gb": 10.425316864}
{"event": "TRAIN", "step": 20, "effective_epoch": 0.0005687074080360134, "loss": 5.24187707901001, "grdn": 5.081038475036621, "lr": 5.025125628140704e-06, "seconds": 42.91323940700386, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 30, "effective_epoch": 0.00085306111205402, "loss": 5.191511631011963, "grdn": 4.888421535491943, "lr": 7.537688442211055e-06, "seconds": 36.79408693499863, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 40, "effective_epoch": 0.0011374148160720268, "loss": 5.118828773498535, "grdn": 4.958782196044922, "lr": 1.0050251256281408e-05, "seconds": 45.33678052597679, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 50, "effective_epoch": 0.0014217685200900334, "loss": 5.072206974029541, "grdn": 4.840408802032471, "lr": 1.2562814070351759e-05, "seconds": 38.422074446920305, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 60, "effective_epoch": 0.00170612222410804, "loss": 5.0402703285217285, "grdn": 4.71213960647583, "lr": 1.507537688442211e-05, "seconds": 45.611705137067474, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 70, "effective_epoch": 0.0019904759281260467, "loss": 4.988301753997803, "grdn": 4.345611095428467, "lr": 1.7587939698492464e-05, "seconds": 39.31151413090993, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 80, "effective_epoch": 0.0022748296321440536, "loss": 4.9506940841674805, "grdn": 4.23334264755249, "lr": 2.0100502512562815e-05, "seconds": 44.84591796400491, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 90, "effective_epoch": 0.0025591833361620605, "loss": 4.917143821716309, "grdn": 4.237298488616943, "lr": 2.261306532663317e-05, "seconds": 38.428421549033374, "memory_gb": 10.425317376}
{"event": "TRAIN", "step": 100, "effective_epoch": 0.002843537040180067, "loss": 4.889039039611816, "grdn": 4.113793849945068, "lr": 2.5125628140703518e-05, "seconds": 42.45716553099919, "memory_gb": 10.425317376}
