run,episode,mae,rmse,bias,p95_abs_error,time_spearman,sparse_pair_delta_mae,sparse_reverse_fraction,first_quarter_mae,last_quarter_mae
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,11,0.02322086758340447,0.02967881540716323,0.00097977034329233,0.05855386066250502,0.8349546786302875,0.01663966073588593,0.4881889763779528,0.031719310907647014,0.02630817134559038
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,23,0.026460141990355623,0.03501436931295447,0.004533522879683005,0.07301083095371723,0.7262406152719282,0.017659181787625072,0.4881889763779528,0.047160668298602104,0.016459412287076702
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,40,0.022948653645471495,0.029282973421225166,-0.014219066598343488,0.06203453075140711,0.8446541384361838,0.013322094371029007,0.4566929133858268,0.022194710560142994,0.014770947182114469
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,43,0.027727629983928637,0.03253467019085782,-0.021918293723501847,0.058941345196217285,0.8066688793261307,0.016167780248756248,0.47244094488188976,0.01842326414771378,0.035654793471621815
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,58,0.023018531852358137,0.029848996991629538,-0.019249265433245455,0.06210131850093595,0.8243510803882073,0.013827881152470281,0.5118110236220472,0.019446146907284856,0.01122020011098357
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,62,0.03205051180748342,0.03925245974717999,-0.03097592073800115,0.070913247577846,0.7838594121955687,0.014563423434756403,0.4645669291338583,0.025986237917095423,0.027306197707730462
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,63,0.03290342014133785,0.03921163099237495,-0.031930910844494065,0.06967068128287791,0.8553435726057498,0.01501692717667581,0.4881889763779528,0.034628120018169284,0.030305333664728096
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,84,0.03181915108916655,0.03842468416764614,-0.030330273628806026,0.07465242631733417,0.8098276414576084,0.012374625837349692,0.44881889763779526,0.03829233953729272,0.014781804815356736
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,86,0.03487520871067318,0.04145067490383317,-0.03471946410218152,0.07758373171091079,0.819544268449002,0.012494007693823632,0.44881889763779526,0.03821190330199897,0.020826410598601797
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,90,0.03576684612153258,0.04248777057880233,-0.035538947121949604,0.08033899143338202,0.7904745010071416,0.013065015589158365,0.4409448818897638,0.042801405070349574,0.02693646657098725
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,99,0.03551191115502661,0.04141304090971126,-0.03511130903598314,0.07626903718337416,0.8265427577366782,0.014224407607762833,0.4566929133858268,0.04598883166909218,0.026561671546005527
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,171,0.029687014074170293,0.035175708664477334,-0.02949478921118498,0.06304097250103949,0.8891228712689981,0.012041775748045661,0.48031496062992124,0.03861754515673965,0.01567289710692421
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,180,0.020133301729856612,0.02529138438088773,-0.0166753240023354,0.041342395450919854,0.8741588079106392,0.01313681100627158,0.48031496062992124,0.02624332287814468,0.022511558016049094
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,182,0.03500512863456606,0.04116056271565428,-0.03500512863456606,0.08127960003912442,0.9023473264969786,0.008935904506168614,0.4645669291338583,0.05425366305280477,0.018519129711421556
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,195,0.03675829331450586,0.04267948952405694,-0.036521951089980575,0.07470882795751094,0.8590574070683025,0.01174500087774762,0.5196850393700787,0.05147860338911414,0.020680198229456437
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,196,0.03461855337945963,0.04020283346529243,-0.03397849443126688,0.06877788100391626,0.7883228804248307,0.011567292516816437,0.4094488188976378,0.028796063154004514,0.022373843332388788
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,205,0.02929674481447364,0.03581578286371061,-0.02719047292657706,0.06947377100586889,0.8233668284197033,0.013026795786343456,0.44881889763779526,0.038788330159150064,0.016908993520701188
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,209,0.039186439174500265,0.04542733604933834,-0.037541143410180666,0.07505056541413067,0.6738520875297563,0.013197408779157604,0.5275590551181102,0.04575966636184603,0.037788767031088355
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,216,0.03605193399607742,0.04250758431992117,-0.03508102142268399,0.07890429198741913,0.8630230269181468,0.012686993765432066,0.4881889763779528,0.04959379101637751,0.020993562504372676
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,222,0.030370558545655513,0.03536150204148153,-0.0156722172314403,0.06048557162284851,0.5334760117194652,0.012922363740751359,0.5354330708661418,0.03961805219296366,0.04259614369584597
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,230,0.019846299941036705,0.024425034155148136,-0.009996322581628192,0.049866153486073005,0.75655214246475,0.013978227834569246,0.4330708661417323,0.020207199035212398,0.025567730195689364
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,242,0.02170679789605856,0.02856323906865378,-0.01856685815482706,0.07032386511564255,0.8252781084050541,0.010112602108774163,0.4566929133858268,0.03203239000868052,0.023437468511474435
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,255,0.016411162663644063,0.020959470222716957,0.0046140694630594226,0.041109285410493614,0.8974088994689616,0.009138932279274455,0.4566929133858268,0.02492777514271438,0.01181923574040411
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,257,0.017316423307875084,0.02325485429467472,-0.01462717905315003,0.04495027293451128,0.8925563083684307,0.009418452822229289,0.5196850393700787,0.028145139105618,0.017600897563170292
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,266,0.024698224363874033,0.029253170856944465,-0.017317475177605957,0.05630119182169437,0.7006443416956601,0.012295868820657469,0.4409448818897638,0.03343602269887924,0.025991149863330065
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,277,0.05391304561635479,0.06810620451934632,0.030989195656729862,0.13500168509781346,0.6630710950375389,0.017999909972170675,0.47244094488188976,0.10001475643366575,0.03164748637937009
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,281,0.02647342764885252,0.03315551225438321,-0.0007843105331630795,0.07280429638922215,0.8493579472624062,0.018069820053230122,0.49606299212598426,0.03530467813834548,0.029080969830829417
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,305,0.029909047940236633,0.035541036519448614,-0.019041907684368198,0.06755427159368989,0.8046431514374656,0.014459907238584334,0.47244094488188976,0.021765313344076276,0.03184555308689596
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,313,0.036548374704580056,0.044677195374624695,-0.0068861131912854034,0.07744799125939605,0.8571346822926202,0.01457684024376428,0.5039370078740157,0.05130541790276766,0.04429969012562651
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,314,0.034360990357527044,0.04138350567675387,-0.002447045138978865,0.07207298539578914,0.7726034609045961,0.017737851632157648,0.4881889763779528,0.0317224757745862,0.036655208765296265
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,323,0.03309963006813632,0.041574868772430384,-0.021128352650521265,0.08552374243736265,0.8085916041018129,0.013552021484558039,0.41732283464566927,0.02131194481626153,0.043735409064538544
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,329,0.03722443318929436,0.04730313611594159,-0.01654451623562636,0.08836158160120247,0.7371188884819629,0.015644718034882245,0.49606299212598426,0.032915323972702026,0.05503996755942353
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,341,0.03668297261992848,0.04920457269244855,-0.024892642738450377,0.10392501186579466,0.6413317158029664,0.0168367135448484,0.44881889763779526,0.01840090611949563,0.04787029870567494
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,357,0.09507604699319927,0.1135177164839214,0.0732665933392127,0.19265430495142935,0.6852968778611975,0.02000500170851317,0.4566929133858268,0.17647305596619844,0.04305776683031581
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,362,0.04374251636181725,0.053844894607092346,0.027864895972015802,0.09936058064922687,0.8398473264969786,0.019203979353325105,0.49606299212598426,0.08025688189081848,0.0238391752645839
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,391,0.07014997716214566,0.08612221592700567,0.04942235083399282,0.1552187621593475,0.6195351126167369,0.02800646117763726,0.5118110236220472,0.12670694198459387,0.03706953963410342
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,418,0.030064366609167337,0.037545162648092545,-0.028316084263224184,0.07735497541725633,0.8750286119758285,0.014443172471905788,0.47244094488188976,0.047263559070415795,0.016872426132977125
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,420,0.03329139450261209,0.042446016801270865,-0.03264146726041872,0.08188379816710949,0.8571747390587804,0.011963610148688,0.4881889763779528,0.05793684511445463,0.02024009608612687
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,422,0.03362853685166556,0.04547714352909113,-0.03321880305657032,0.1058101952075958,0.8955720106207653,0.01289763674506639,0.5039370078740157,0.06439803238026798,0.013361429495489574
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,435,0.026073241725953267,0.03434113902081272,-0.02483062108831291,0.0718292880803346,0.8699871818348288,0.011139631209946347,0.3937007874015748,0.04106698231771588,0.00654099248458806
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,441,0.02936875973273345,0.040383181165953894,-0.02777325596571245,0.09088397473096844,0.8815235304889213,0.012369363920719136,0.41732283464566927,0.05403778003528714,0.013900006610128912
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,450,0.026178157875165198,0.036987251799969055,-0.024601935337614123,0.07799606025218955,0.9066734572422633,0.010016114986318303,0.4409448818897638,0.053232902311719954,0.012668000073972507
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,451,0.028659171866365796,0.037926026491370085,-0.028210951566052245,0.08385075591504566,0.9117778337300861,0.011503109789094117,0.41732283464566927,0.05676885263528675,0.01045190201512014
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,466,0.023205321630030085,0.030890747766603117,-0.01917812465262614,0.06147321723401545,0.871251831166453,0.012453927790496762,0.5039370078740157,0.03951312287244946,0.017641595093664364
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,470,0.021960969276278774,0.02860494822255566,-0.01646523225326746,0.0636948702856898,0.8785650521882439,0.014576688284186397,0.4566929133858268,0.03401450626552105,0.009254039572624606
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,474,0.04094914796996818,0.05000747289531283,-0.040716818436067115,0.0979142013937234,0.8987651071232374,0.012454221987598173,0.49606299212598426,0.06637080037035048,0.01196528629407112
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,484,0.06342225654952927,0.08001072623363431,0.046262985219073016,0.14271581470966338,0.8090951748763963,0.017463766463746234,0.44881889763779526,0.13157591386698186,0.033157640806166455
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,489,0.039668405281190644,0.050978602295863235,0.023732152652883087,0.10333259664475915,0.8167689067936276,0.01992970571567224,0.44881889763779526,0.07439530664123595,0.022706891286361497
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,497,0.028734719091517036,0.03500323883226251,-0.005354356459065457,0.07056843936443327,0.8084657114081669,0.016152900353983396,0.48031496062992124,0.03653359739109874,0.02135593386628898
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,500,0.046197066567401635,0.05963735193056124,0.03668859735989827,0.11211194843053818,0.8934604468046144,0.014987652542025555,0.49606299212598426,0.09678083006292582,0.014035056650754996
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,502,0.0332138550329546,0.039110157392723895,-0.001025814450258622,0.06763726994395255,0.8266800952206554,0.015468283629734216,0.4645669291338583,0.04651779402047396,0.02979619127290789
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,529,0.036498250777185604,0.04319524168224182,0.006884792307573662,0.07995140142738817,0.7691814685954952,0.01978188736994905,0.48031496062992124,0.05818366212770343,0.02745448315909016
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,544,0.03444364666165711,0.046019359639996024,-0.03400408801780941,0.105233234539628,0.8878353323567112,0.010711117500923281,0.4409448818897638,0.06843835045583546,0.014538744200763176
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,545,0.024781913630704366,0.03667366217973903,-0.022406662337289163,0.07846893705427645,0.9008194469877311,0.0096262174944474,0.4015748031496063,0.046448321314528584,0.011172865704793367
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,548,0.04120709806693412,0.051409045266509766,-0.037716377133165224,0.10379141476005316,0.7343378044314228,0.012895498806097376,0.47244094488188976,0.048203099751845,0.012707915097053046
piperx_insert_copper_screw-frozen_both-fixed1500-seed1000-v1,556,0.02386772755335187,0.033673549908488164,-0.01920823779573766,0.07403089273720978,0.8603048892144296,0.012670903246644445,0.4094488188976378,0.03975764394272119,0.012593877405379317
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,11,0.01267776095392037,0.01582649126923339,0.007462582188054512,0.031295388191938396,0.9827412561801866,0.006135671788195926,0.4251968503937008,0.024281563702970743,0.006490598370874068
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,23,0.028166045543002838,0.03395672697942201,0.027550489337045292,0.056897086650133134,0.9871417780626258,0.006466293681823597,0.4094488188976378,0.04235603776760399,0.005609242212813115
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,40,0.014016488735251187,0.016515248418101584,0.01255496981957549,0.02821460403501987,0.9913134041384362,0.003122069333921971,0.44881889763779526,0.022074849111959338,0.0034263501620444003
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,43,0.01251674369450484,0.014741330628610941,-0.00902786427650426,0.026721767801791425,0.9682063724592564,0.004919554128890901,0.3937007874015748,0.008419925114139915,0.017148534483567346
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,58,0.009155528003248037,0.012290206981677008,0.008334087249750155,0.02603454403579234,0.9863005859732649,0.003201800508527305,0.36220472440944884,0.018828183878213167,0.0018460309147485532
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,62,0.004402178401960555,0.00565224830817476,0.0008329460647473752,0.009969126060605049,0.9867526551913568,0.0028838103006439885,0.4251968503937008,0.0072418274357914925,0.0025909053092618706
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,63,0.007126220471945999,0.008990156586240661,0.004658133199882286,0.01719845049083232,0.9774652078373924,0.003649346086775928,0.3779527559055118,0.01165983360260725,0.002780178441753378
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,84,0.006341499506106629,0.007765782609117478,-0.006001712794841296,0.015268452465534208,0.990844167734847,0.002090168302864071,0.3858267716535433,0.008886933792382479,0.0028574601037689717
